,caption,I-E,S-N,T-F,J-P
70,en la escuelita del saber privilegio regresar al alma mater ipadebusinessschool aprendiendoando ipade,0,0,0,0
71,la del fin de semana a media semana ironman training,0,0,0,0
72,acaso es el subcomandante marcos ironman training quepinchefrio cdmx,0,0,0,0
73,llegando a la oficina sufromucho golf escapada,0,0,0,0
74,si no alcanza la fuerza siempre tendrs algo de potencia para cruzar la meta entrenando ironmantraining ironman destruido,0,0,0,0
75,after eliminate the cowboys they must be the new champions philadelphiaeagles patriotsloose lovefootball,0,0,0,0
76,la de hoy ol castella plazamexico fiestabrava,0,0,0,0
77,otra de hoy aniversario plazamexico toro ol,0,0,0,0
78,par haciendo travesuras treking boots andabadesconectado,0,0,0,0
79,paseos casi nocturnos en la bella mrida paseomontejo mxico belleza,0,0,0,0
80,dnde est willie carreramaanera ironman mrida paseomontejo runnersofinstagram runner,0,0,0,0
81,despus de comer delicioso en costa rica descubrimos que odian el amor patrulla gallopinto platanosyfrijoles,0,0,0,0
82,las vistas son espectaculares puravida costarica,0,0,0,0
83,donde todo es puravida escriben cosas muy particulares costarica trotamundos viajes letras,0,0,0,0
84,habano edmundodantes montecristo porque la vida es corta mucho ms que un buen cigarro laslocurasycreaciones,0,0,0,0
85,seor y seora smith y la pequea haciendo cumbre popocatepetl iztazihuatl volcano volcanes climber,0,0,0,0
86,no mamars ya se grada estoy orgullosamente feliz de haber criado a una mujer fuera de serie papaenamorado orgullosodeti orgulloso teamo,0,0,0,0
87,feliz cumpleaos a mi happpybirthday iamawesome,0,0,0,0
88,con mis 3 princesas soproudofthem dadinlove papaenamorado,0,0,0,0
89,mi jardn de juegos para la semana y que nos escapamos vacaciones yameurgian playa mar,0,0,0,0
90,da difcil en la oficina golf livinggolf beachgolf vacations,0,0,0,0
91,lectura de vacaciones aventuras y dragones vacaciones playa nomelasmerezco,0,0,0,0
92,hoy da bajo techo mucho sol dadinlove beach vacationsmodeon,0,0,0,0
93,jump bungie jump iloveit onemore,0,0,0,0
94,party mode is on teens beach stilltraveling,0,0,0,0
95,estamos sper aburridos sigodevacaciones notengomadre lamaspequea,0,0,0,0
96,el pretexto siempre es bueno ipade almamater vierneschiquito,0,0,0,0
97,draftpickparty steelers but cowboys footballfan,0,0,0,0
98,lets party steelersnation draftpickparty footballfans,0,0,0,0
99,con mi cmplice de hoy steelers draftpickparty but cowboys footballfans,0,0,0,0
100,su primer tercer lugar runners ironkids proud dadinlove,0,0,0,0
101,hoy toco bici y agua adems de tirolesa mi hormiga atmica lamaspequea ironkids bikeporn runner,0,0,0,0
102,playa otravez mandala,0,0,0,0
103,ceremonia de clausura ipade businessschool almamater,0,0,0,0
104,15 aos se dicen fcil amigos por siempre medex medex20012003 ipade almamater,0,0,0,0
105,graduacin de mi beba ms orgulloso de ella no puedo estar papaenamorado gradparty prouddad ahilallevamos discovery,0,0,0,0
106,alemania y suiza me quieren hacer sndwich mundial rusia2018 familia,0,0,0,0
107,oficialmente hay abogado en la familia no quepo de lo orgulloso que estoy de ella daninlove soproud up abogado ahilallevamos,0,0,0,0
108,da largo largo largo presidentedecasilla elecciones2018,0,0,0,0
109,playera equivocada pero igual festejamos el triunfo de francia rusia2018,0,0,0,0
110,festejando el da nacional suizo festejo suiza bosque,0,0,0,0
111,si que se senta el calor de la fogata suiza fiesta,0,0,0,0
112,del cajn de los recuerdos la primera vez nunca se olvida ironman 1406 triatleta triatlon rumboalmaratoncdmx2018,0,0,0,0
113,croquemadame es el pecado justo para un domingo en familia foodporn,0,0,0,0
114,ojal todos mis das malos sean como el de hoy,0,0,0,0
115,el listo para ir a dormir en estas latitudes maana regresar invencible,0,0,0,0
116,inguesu nomasuna moet,0,0,0,0
117,hoy el sol ser vencido por una tormenta pero igual maana regresar dejando saber que l es la tormenta ideas pornpic,0,0,0,0
118,there is only one carporn shelbycobra carolshelby,0,0,0,0
119,y los cachetes apa bikeporn bmw rider inguesu,0,0,0,0
120,cuando lo que haces te hace divertirte como cuando eras nio nunca dejes de hacerlo casi listo sorpresa rideporn rollercoaster,0,0,0,0
121,en la chinga ah no perdn en la cocina con mi sper ayudante cooking fiestaspatrias2018,0,0,0,0
122,then you asked me why i love cyclingbikeporn bike cycling road2ironman,0,0,0,0
123,otra del cajn de los recuerdos ya ansioso por regresar a competir ironman ironman4ever triathlete,0,0,0,0
124,hace un ao creamos y vivimos un mxico fuerte unido e indestructible dnde qued fuerzamexico mexicodepie,0,0,0,0
125,feliz cuatroojos orgullosocuatroojos benfrank el mundo es a colores no mamars,0,0,0,0
126,si no duele no sirve de regreso a lo bsico para sacar lo mejor de mi ironman ironmantraining triathlete orbea orca,0,0,0,0
127,no tengas miedo salta y persigue tus sueos estn a slo un salto de distancia jump letitgo neverquit vanhalen,0,0,0,0
128,what a game dallas dallascowboys 21 cowboysnation,0,0,0,0
129,casi listo cmo trabajando en equipo emprendedores,0,0,0,0
130,no solo superman vuela volando increible,0,0,0,0
131,run run run imagina y aprieta el acelerador yacasi,0,0,0,0
132,a partir de maana vengan todos a conocer a dax en imagicpark y convirtanse en viajeros intergalcticos,0,0,0,0
133,aqu los esperamos a vivir la mejor experiencia de su vida imagicpark,0,0,0,0
134,dejar esto por aqu y me alejare lentamente seguro saben quienes son todos y cada uno de ellos chavorucos yaestamosviejos,0,0,0,0
135,ni que se fuera a caer goldengate thereisnothingholdingmeback,0,0,0,0
136,la oficina del da recuento 6 pares y 1 birdie no me pregunten por lo dems businessgolf golf,0,0,0,0
137,una vista increble de don goyo y su sra mexicoamazing,0,0,0,0
138,mis 3 leadoras soproud dadinlove,0,0,0,0
139,as iniciamos el ao en modo todo terreno,0,0,0,0
140,best company ever dadinlove bebes,0,0,0,0
141,soar no cuesta nada,0,0,0,0
142,mientras sean libros lo que quieran comprar todo est en orden niasconestilo,0,0,0,0
143,turisteando en la cdmx keepyoubusy,0,0,0,0
144,lo que uno se encuentra por la cdmx amor huachicoleros,0,0,0,0
145,nada como convertirse en su juguete apenas se sube al auto papa juguete,0,0,0,0
146,golfchampionship mexico chapultepec,0,0,0,0
147,tigerwoods golf mexico,0,0,0,0
148,hes amazing tigerwoods mexicochampionship,0,0,0,0
149,ill hit the ball once in my life like he does tigerwoods mexico golf,0,0,0,0
150,gracias kpmg kpmginvitational staceylewis,0,0,0,0
151,great day with you staceylewis kpmg,0,0,0,0
152,staceylewis kpmggolf kpmg,0,0,0,0
153,guarden esta foto as se inicia el camino para defender la democracia en nuestro pas el respeto a las instituciones y nuestra constitucin no es negociable nete a,0,0,0,0
154,todo en el mar siempre es mejor,0,0,0,0
155,si tus hijas te regalan juguetes de cumpleaos eso significa que sigues siendo un nio me encantan happybirthday2me hoyesmicumple,0,0,0,0
156,y siguen los festejos cumpleaos,0,0,0,0
157,alguien me dijo que hierba mala nunca muere no se si tomarlo como piropo o no pero en esta ocasin as ser november menshealth,0,0,0,0
158,wolf kanek prouddad,0,0,0,0
159,trabajando en la calle si an no sabes cmo participar para defender a mxico y sus instituciones nete a y comienza desde hoy,0,0,0,0
160,play baaaaaalllllllll beisball pelotero,0,0,0,0
161,adivinen a quin me parezco hoy diariodeunloco,0,0,0,0
162,erizo en mi scotch whiskey ireland,0,0,0,0
163,al agua patos vacaciones,0,0,0,0
164,odio las matemticas,0,0,0,0
165,as me dice buenas noches el seor sol,0,0,0,0
166,la casa de los vaqueros cowboysnation dallascowboys,0,0,0,0
167,y que me escapo a conocer la guarida de mis cowboys cowboysnation dallascowboys 12,0,0,0,0
168,llevo 10 minutos a bordo del tren solo para ir de terminal a terminal y ysq sigue pensando que no necesitamos el naicm,0,0,0,0
169,esa cara que provoca el olor a nuevo prouddad,0,0,0,0
170,donde el desarrollo se une con la naturaleza trotamundos diariodeunloco,0,0,0,0
171,haba que consumir local cervezaartesanal,0,0,0,0
172,otra raya ms al tigre y ms orgulloso de ella no puedo estar prouddad abogada,0,0,0,0
173,de mis vistas favoritas volar trotamundos,0,0,0,0
174,soymexicolibre miguelhidalgo ya est con nosotros el presidente calderon,0,0,0,0
175,algunas muy importantes reflexiones del presidente calderon soymexicolibre,0,0,0,0
176,finalizando exitosamente la asamblea en miguelhidalgo soymexicolibre,0,0,0,0
177,calle y trabajo con el presidente calderon por un mxico libre soymexicolibre rescatemosmxico,0,0,0,0
178,la reflexin que mi bebe mayor me hace llegar ayer y no me imagino otra forma de hacerlo prouddad,0,0,0,0
179,muy orgulloso de ella ya 21 aos de que llego mi chinito a mi vida prouddad,0,0,0,0
180,la de hoy rumbo a casa lejos de casa trotamundos,0,0,0,0
181,desde el roof trotamundos diariodeunloco,0,0,0,0
182,corvina al limn ajo reduccin de vino blanco y zetas negras foodporn trotamundos diariodeunloco,0,0,0,0
183,con mi compaero de mil aventuras todo en uno mi hermano y mejor amigo,0,0,0,0
184,da de trabajo en la alcalda de cuajimalpa y alvaro obregn cada vez somos ms mexicolibre,0,0,0,0
185,cansados y satisfechos despus de una jornada de trabajo en la calle los vecinos felices de vernos presentes en cuajimalpa y alvaroobregon rumbo a un mexicolibre,0,0,0,0
186,monday night football what a game last second goal,0,0,0,0
187,esta es la cara de un equipo cuando ve el resultado de su esfuerzo gracias mexicolibre,0,0,0,0
188,walking on the river trotamundos deslumbrado,0,0,0,0
189,oak alley plantation trotamundos oakalleyplantation una historia difcil de digerir,0,0,0,0
190,crawfish shrimps and fried oysters que ms puedo pedir igers foodporn neworleansfood trotamundos,0,0,0,0
191,solo en bourbonstreet puedes ver este tipo de cosas me refiero al cocodrilo,0,0,0,0
192,algo de espacio para recargar trotamundos,0,0,0,0
193,mi sper date de hoy prouddad,0,0,0,0
194,un poco de arte sacro en el casco antiguo de panama trotamundos notodoestrabajo,0,0,0,0
195,el se aburri de escribir sin que nadie lo leyera ellos solo caminaban sin destino sin leerlo diariodeunloco cosas panama,0,0,0,0
196,las nubes se ciernen sobre la brillante ciudad sin que esta se inmute por lo que acontecer ojal fuera un lindo pensamiento trotamundos,0,0,0,0
197,porque se puede lo hacemos hagamos de mxico un mexicolibre,0,0,0,0
198,y ah en el fondo el trfico para cruzar el canaldepanama trotamundos,0,0,0,0
199,as amanece hoy lejos de mexico,0,0,0,0
200,desayunando miamibeach,0,0,0,0
201,fog and sunset in miami,0,0,0,0
202,sin palabras,0,0,0,0
203,agregamos dos y medio tatoo inkedlifemiami tatoolife ironmantattoo ironman best artist in miami,0,0,0,0
204,ipade presente en el kpmg invitational 2019 comosufren,0,0,0,0
205,el nuevo inquilino ya hacia falta un ser vivo que nos acompaar en casa bonsai arbol homely bonsaitree,0,0,0,0
206,as mi amanecer y sin filtros sunrise sunrisephotography amanecer trotamundos,0,0,0,0
207,una vista poco usual de nuestra catedral en la cdmx mexico fotografia mexicocity,0,0,0,0
208,con 3 de las mujeres que ms respeto ipade medex,0,0,0,0
209,200 asambleas de mxico libre mexicolibre 200asambleasdemexicolibre,0,0,0,0
210,un gran gran pjaro fotografia,0,0,0,0
211,in the middle of nowhere vacations sea,0,0,0,0
212,the gatekeeper wildlifephotography,0,0,0,0
213,wildness wildlifephotography nofilter celestun,0,0,0,0
214,as la vista del ltimo da del 2019 pero an ms importante del primer da del 2020 happynewyear felizaonuevo 2020 agrrate que ah te voy,0,0,0,0
215,los crios vacation harrypotter gringotts,0,0,0,0
216,ni modo que no me tomara la foto vacations marylinmonroe,0,0,0,0
217,mis tres tesoros antes y despus de que se dieran cuenta del paparazzi disneyworld daughters,0,0,0,0
218,they said im grumpy and bought me the hat hollywoodstudios starwarsfan resistance,0,0,0,0
219,fantasmic and the crew what a ride vacations family,0,0,0,0
220,my favorite millenium falcon crew starwars familypictures maytheforcebewithu milleniumfalcon,0,0,0,0
221,vinoton2020 el vino es vida vino igers,0,0,0,0
222,este condenado jueguito que me atrapa da 1 completado golf copainvitational santamariagolfandcountryclub,0,0,0,0
223,upps i did it again golf copainvitational,0,0,0,0
224,la noche de anoche fue una gran noche cada vez ms cerca de la meta mexicolibre,0,0,0,0
225,el camino ha sido largo pero lo vamos a lograr mexicolibreva,0,0,0,0
226,una noche llena de emociones encontradas yo si voy a extraar el trabajo previo pero es un hecho que lo que viene ser an ms duro gracias a mi equipo y a tanta gente que se sum pero sobre todo gracias a y por su liderazgo y enseanzas mexicolibreesunarealidad mexicolibreva,0,0,0,0
227,y que nos quitamos los jeans y la playera de mexicolibre para el festejo,0,0,0,0
228,ready to rock,0,0,0,0
229,arte de una sola tarde mequedoencasa,0,0,0,0
230,gracias a mis amigos de fishers por la comida de hoy juntossaldremosadelante,0,0,0,0
231,never ridding solo ridding havingfun,0,0,0,0
232,la de ayer epicurious habanos wineloversmontecristo,0,0,0,0
233,bebamos ms vino mexicano parentesis vinomexicano asado carnessanjuan,0,0,0,0
234,el mejor final habanos puros nespresso cafechiapas coronitas romeoyjulieta,0,0,0,0
235,challengeaccepted aqu est ese desconocido que decid ayudar hace algunos aos,0,0,0,0
236,cualquier da es un buen da para estar con tu familia asado tequesquitengo,0,0,0,0
237,likan y kanek son sus amigos favoritos y parece que est correspondida lobos wolf wolves,0,0,0,0
238,se podra decir que es mi nieto perruno bienvenida a la familia bagheera pastoraleman amigoperruno,0,0,0,0
239,la de esta semana en la oficina golf 10x,0,0,0,0
240,se me haba pasado compartir otra de la perro nieta que sigue crece y crece pastoraleman bagheera,0,0,0,0
241,de haber sabido le pido que me lleve a gottamcity pues seguro ah no llego el puto covid19,0,0,0,0
242,as se ve mi regalo de navidad bulldogingles bulldoglovers,0,0,0,0
243,pues tena que ser el pinchecovid quien nos hiciera pasar una navidad a los 4 solos nuevamente de muchas otras cosas que agradecer familiaoriginal feliznavidad,0,0,0,0
244,no les haba enseado mi regalomuchas gracias checoperez redbullracing autograph,0,0,0,0
245,el flojo de mi hermano me agarro de almohada,0,0,0,0
246,asado viernesencasa y creo que se me pas la mano,0,0,0,0
247,as yo luchando en contra de los anticuerpos de ysq para que se lo cargue el payaso nomasdictadura,0,0,0,0
248,si le gusta su zanahoria a coco jirafas mundoanimal,0,0,0,0
249,el seor de los monos lemour vidaanimal,0,0,0,0
250,esa es la sonrisa cuando terminas sper festejado y rodeado de gente que amo gracias happybirthday,0,0,0,0
251,stop the madness this current slime trend is laying waste throughout the house notafan foodcoloringstains why makeitstop,0,1,0,1
252,be careful or you might dial the greenhouse mezzanine instead of the pool filter room vintage foundthis history hiddengem oldbuilding,0,1,0,1
253,drove all the way downtown and back before realizing i had a travel companion momlife imwiththeband,0,1,0,1
254,this clip is from last weekfhsmb is busy assimilating its new members the front ensemble newbies are doing great despite that one odd kid on marimba,0,1,0,1
255,happy fathers day,0,1,0,1
256,grandmas recipe irishsodabread,0,1,0,1
257,honoring our country 4thofjuly,0,1,0,1
258,so this happened apparently up north when you go disc golfing they hand out free kittens whoknew upnorth kittensofinstagram kitty louiehasafriend,0,1,0,1
259,kitty kitty,0,1,0,1
260,sweet rosie,0,1,0,1
261,look louie is smiling too catsofinstagram blackcatsofinstagram,0,1,0,1
262,this happened todaya whole new outlook,0,1,0,1
263,violet disapproves of the marching band antics that greeted us this morning notamused whodidthis probablyflutes fka,0,1,0,1
264,harry welcomes the girls back to cabin 12 interlochen bandcamp2017 mascot weloveharry,0,1,0,1
265,where theres a will theres a way improvisation creativity chessboard chess,0,1,0,1
266,he is their best friend catlove cats,0,1,0,1
267,and i acted upon the photo opportunity ferndale,0,1,0,1
268,a triforce of musicians at ferndale community band concert,0,1,0,1
269,the first signs of winter at aldi earlychristmas aldi themostwonderfultimeoftheyear allmine,0,1,0,1
270,the soul of a majestic panther blackandwhitephoto blackcat 7daysofblackandwhite photographyeveryday,0,1,0,1
271,nobody puts baby in a corner,0,1,0,1
272,tag reads made in china,0,1,0,1
273,a birthday weekend celebrating violets first decade 10,0,1,0,1
274,the catbird seat catsofinstagram catsagram catslife,0,1,0,1
275,guilty of insubordination deathwish badkitty catsofinstagram blackcat blackcatsofinstagram nofucksgiven,0,1,0,1
276,john henry mills born 1832 in buckinghamshire england his signature on a liverpool crew list for the cunard ship aurania john was a uk merchant marine receiving his master mariner certificate july 24 1856 at the age of 24 he is my 2x great grandfather ancestry,0,1,0,1
277,a man and a his dire plant situation plantpeople plants dontgiveup emergencyservices,0,1,0,1
278,baby olivia distrusts your intentions babiesofinstagram babies babyphotography,0,1,0,1
279,the langleys wish you a merry christmas holidayfun christmas christmastime,0,1,0,1
280,lucas teaching his cousin olivia how to be a teenager guccibaby little badandboujee badinfluence cousins,0,1,0,1
281,theres a certain slant of light winter afternoons that oppresses like the heft of cathedral tunes winter sunlight emilydickinson certainslantoflight poem,0,1,0,1
282,trying on backpacks all up in the winter weather wear box is he trying to tell us something blackcat escape letsgo catitude catinabox,0,1,0,1
283,the hair is history,0,1,0,1
284,dramatic irony noun a literary technique by which the full significance of a characters words or actions are clear to the audience or reader although unknown to the character disappointed ragelife attitude shirt dramatic throwingshade,0,1,0,1
285,i sit where i want catinthehat,0,1,0,1
286,eliza from hamilton v langley age 10 pencil on drawing paper april 2018 artist artistsoninstagram drawing hamilton,0,1,0,1
287,guess who lucked out and got free tickets to jack white these two,0,1,0,1
288,lake effect made the wgi world finals they perform at 609 at dayton arena wooooo wgi2018 lakeeffectpercussion,0,1,0,1
289,knew all along now there is conclusive evidence of my genetic heritage,0,1,0,1
290,prom fashion,0,1,0,1
291,announcing the 16th birthday of lucas nathaniel langley april 29 2018 1200 pm lbs 5 oz 60,0,1,0,1
292,birthday bonding i hope you like your present lucas motherslove piercing birthday sweet16,0,1,0,1
293,do you think mike looks like his 2x great grandfather george ancestry genealogy dna,0,1,0,1
294,my brotherinlaw rick and his 2x greatgrandfather george dna genealogy ancestrydna twins lookalike,0,1,0,1
295,lucas and veronica go to carlson hss prom prom,0,1,0,1
296,these two will always have so many shared memories cousins music twopeasinapod cousintime,0,1,0,1
297,we had a lot of fun working the june fair food tentsummeriscoming ferndale,0,1,0,1
298,saturday morning cleaning discoveries found numerous hamilton inspired illustrations scattered throughout the house shes never seen the stage production but has the music on constant shuffle hamilton hamiltonart art cleaningday,0,1,0,1
299,two decades ago the universe brought forth the force known as gavin happy birthday gavin im sure the next two decades will bring many new adventures,0,1,0,1
300,i mustache you a question,0,1,0,1
301,photographing carpenter and millwright union families at an amusement park there are worse ways to spend a work day michigansadventure unioncarpenter union familyphotography familyday,0,1,0,1
302,road trip to new england phase one,0,1,0,1
303,we arent coming home,0,1,0,1
304,a couple maine beaches some lobster rolls and a pretty cool pier vacation oldorchardbeach maine atlanticocean capeelizabeth,0,1,0,1
305,witchy salads in salem,0,1,0,1
306,mike and i love photographing mrcc events thank you familyday unions familyphotography mrcc,0,1,0,1
307,best cabin inspection bribe ever jon traines and cabin 6 ftw,0,1,0,1
308,band camp is weird wednesday,0,1,0,1
309,rhapsody is on the field rhapsodyinblue marchingband,0,1,0,1
310,the dirty dozen,0,1,0,1
311,its a testament to these children that i still look forward to hanging out with them after an intense week of marching band camp i will never tire of listening to them make music orchestra music,0,1,0,1
312,the doctor says theyre normal forreal waiting waitingroom mykids takingforever familyphoto mykidsareawesome,0,1,0,1
313,so happy to see my childhood bff and former fhsmb and orchestra member class of 92 woot who stopped by our tent while i was volunteering at arts beats and eats soooo happy to see that face after all these years,0,1,0,1
314,first day of 5th and 11th grade firstdayofschool firstday eagles eaglesflyhigh siblings school,0,1,0,1
315,the only photos i have of my grandmothers store rollins dancewear formerly located at 11 mile and evergreen in southfield circa early 1980s my first memories here were watching grandma fit ballet shoes for tall graceful women who moved differently than the rest of us memories dance ilovedance performingarts performanceart,0,1,0,1
316,my violet girl was gifted a violet bike from a friend i was gifted many years ago thank you look at that smile you made,0,1,0,1
317,never realized i needed a lucas bookmark until now bonus freestuffisthebeststuff schoolpictures reading itsthelittlethings,0,1,0,1
318,my face when these work fools be trippin myfacewhen getmeoutofhere getyourliferight scorpiomoon iwishamotherfuckerwould,0,1,0,1
319,harry and i getting ready for the last competition of the regular season letsgoeagles eaglesflyhigh marchingband greatlakesinvitational mrjevictedharry cardboardharry mcba2018,0,1,0,1
320,my two oldest children standing together in their first house a 5 bedroom rental in hazel park they are sharing with four of their closest collegemusician friends i am super proud of who and where they are and grateful they have a happy life surrounded by people and things they love,0,1,0,1
321,what happens when children wander off at target foundattarget clowns parentingwin mykids thisiswhy why,0,1,0,1
322,five dollars of holiday family fun,0,1,0,1
323,someone got a new do she giggled all night at the swing and bounce of her new bob,0,1,0,1
324,currently taped to the wall next to my 11 year olds bed not sure if i am proud sad or inspired parentingwin lifegoals canada dreamhome getmeoutofhere nohauntedhouses waitforme inspired girlsruletheworld,0,1,0,1
325,dr louie makes a house call bestfriends blackcat blackcatsofinstagram thedoctorisin catsbelike,0,1,0,1
326,lucas and motor city percussion taking the floor at wgi troy percussion regional wgi2019,0,1,0,1
327,tryna see chino hills be like,0,1,0,1
328,these are my favorite prom photos,0,1,0,1
329,fifth grade celebration violets paper plate award was spot on im so proud after 15 years and four kids it is the final week of elementary school for my last baby at ferndale upper elementary my babies have grown up beneath the ancient oak and cottonwood trees of that playground i am grateful for this place in the world that taught and sheltered my children and their friendsand also where i made a few of my own bittersweet proudfamily endings newbeginnings,0,1,0,1
330,weve never been seems like a fine time to try,0,1,0,1
331,georgia thunderstorms do not play torrentialdownpour mariettasquare caughtintherain noumbrella,0,1,0,1
332,the saharan air layer was responsible for this georgia sunset it was crazy colorful,0,1,0,1
333,a summer haiku georgia afternoon the late june humidity mocks michigan hair,0,1,0,1
334,i just abandoned on a hike up this here confederate mountain in my defense it is 3 pm 93 degrees and i just watched three dudes scream and kill a rattlesnake noshade sweating noway imdead,0,1,0,1
335,violet age 115 selfportrait colored pencils and markers on paper selfportrait kidsart youngartist artistsoninstagram talentedartist,0,1,0,1
336,turkey tude,0,1,0,1
337,lazy summer days,0,1,0,1
338,diva ideas notachance nottoday targetrun girlsbelike nolove,0,1,0,1
