,Media,I-E,S-N,T-F,J-P
95,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-04-02_00-06-58_UTC.jpg,0,0,0,0
96,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-04-20_04-10-45_UTC.jpg,0,0,0,0
97,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-04-28_17-14-20_UTC.jpg,0,0,0,0
98,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-04-28_17-31-48_UTC.jpg,0,0,0,0
99,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-04-28_19-18-35_UTC.jpg,0,0,0,0
100,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-05-19_17-05-26_UTC_1.jpg,0,0,0,0
101,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-05-21_00-06-02_UTC_1.jpg,0,0,0,0
102,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-06-02_05-27-42_UTC.jpg,0,0,0,0
103,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-06-07_22-04-35_UTC.jpg,0,0,0,0
104,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-06-13_11-39-39_UTC_1.jpg,0,0,0,0
105,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-06-17_00-57-38_UTC.jpg,0,0,0,0
106,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-06-17_15-52-42_UTC.jpg,0,0,0,0
107,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-06-22_17-38-32_UTC.jpg,0,0,0,0
108,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-07-01_21-57-05_UTC_1.jpg,0,0,0,0
109,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-07-15_19-37-09_UTC.jpg,0,0,0,0
110,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-07-29_00-18-23_UTC.jpg,0,0,0,0
111,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-07-29_16-02-17_UTC.jpg,0,0,0,0
112,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-08-21_21-09-51_UTC.jpg,0,0,0,0
113,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-09-02_15-33-16_UTC.jpg,0,0,0,0
114,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-09-08_00-43-29_UTC.jpg,0,0,0,0
115,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-09-09_01-06-56_UTC.jpg,0,0,0,0
116,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-09-09_06-41-34_UTC.jpg,0,0,0,0
117,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-09-09_22-10-24_UTC.jpg,0,0,0,0
118,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-09-10_10-22-23_UTC.jpg,0,0,0,0
119,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-09-13_21-59-42_UTC.jpg,0,0,0,0
120,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-09-14_22-33-39_UTC.jpg,0,0,0,0
121,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-09-16_00-33-35_UTC.jpg,0,0,0,0
122,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-09-18_00-01-27_UTC.jpg,0,0,0,0
123,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-09-18_15-49-27_UTC.jpg,0,0,0,0
124,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-09-19_12-58-54_UTC.jpg,0,0,0,0
125,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-09-19_17-07-34_UTC.jpg,0,0,0,0
126,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-09-21_01-17-23_UTC.jpg,0,0,0,0
127,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-09-25_03-59-22_UTC.jpg,0,0,0,0
128,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-09-30_20-04-47_UTC.jpg,0,0,0,0
129,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-10-11_19-32-25_UTC.jpg,0,0,0,0
130,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-10-12_17-38-15_UTC.jpg,0,0,0,0
131,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-10-12_21-36-10_UTC.jpg,0,0,0,0
132,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-10-17_00-53-10_UTC.jpg,0,0,0,0
133,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-10-17_15-57-05_UTC.jpg,0,0,0,0
134,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-10-20_08-38-43_UTC.jpg,0,0,0,0
135,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-11-01_11-31-00_UTC.jpg,0,0,0,0
136,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-11-07_00-53-58_UTC.jpg,0,0,0,0
137,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-11-18_02-16-55_UTC.jpg,0,0,0,0
138,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2018-11-19_01-26-25_UTC_1.jpg,0,0,0,0
139,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-01-02_01-27-25_UTC.jpg,0,0,0,0
140,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-01-23_21-43-00_UTC.jpg,0,0,0,0
141,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-02-04_15-54-51_UTC.jpg,0,0,0,0
142,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-02-04_18-01-23_UTC.jpg,0,0,0,0
143,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-02-10_17-56-42_UTC.jpg,0,0,0,0
144,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-02-15_20-40-23_UTC.jpg,0,0,0,0
145,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-02-15_23-27-02_UTC.jpg,0,0,0,0
146,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-02-23_18-33-15_UTC.jpg,0,0,0,0
147,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-02-23_18-44-21_UTC.jpg,0,0,0,0
148,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-02-23_23-14-11_UTC.jpg,0,0,0,0
149,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-02-23_23-15-52_UTC.jpg,0,0,0,0
150,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-02-28_16-02-33_UTC.jpg,0,0,0,0
151,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-03-01_01-35-54_UTC.jpg,0,0,0,0
152,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-03-01_01-45-03_UTC.jpg,0,0,0,0
153,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-03-16_20-24-02_UTC.jpg,0,0,0,0
154,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-03-18_13-49-04_UTC.jpg,0,0,0,0
155,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-03-22_12-38-57_UTC.jpg,0,0,0,0
156,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-03-24_23-28-02_UTC.jpg,0,0,0,0
157,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-03-29_00-43-11_UTC.jpg,0,0,0,0
158,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-03-31_19-23-32_UTC_1.jpg,0,0,0,0
159,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-04-06_20-23-57_UTC.jpg,0,0,0,0
160,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-04-07_18-01-12_UTC.jpg,0,0,0,0
161,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-04-10_19-11-31_UTC.jpg,0,0,0,0
162,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-04-15_22-52-51_UTC.jpg,0,0,0,0
163,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-04-18_21-49-56_UTC_1.jpg,0,0,0,0
164,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-05-01_21-05-20_UTC.jpg,0,0,0,0
165,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-05-02_00-50-37_UTC.jpg,0,0,0,0
166,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-05-13_21-30-17_UTC.jpg,0,0,0,0
167,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-05-14_19-50-54_UTC_1.jpg,0,0,0,0
168,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-05-14_21-00-06_UTC.jpg,0,0,0,0
169,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-05-26_14-44-11_UTC.jpg,0,0,0,0
170,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-05-29_17-23-16_UTC.jpg,0,0,0,0
171,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-05-29_21-49-25_UTC.jpg,0,0,0,0
172,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-05-30_13-47-21_UTC.jpg,0,0,0,0
173,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-05-30_20-26-56_UTC.jpg,0,0,0,0
174,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-06-09_15-24-07_UTC.jpg,0,0,0,0
175,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-06-09_17-28-15_UTC.jpg,0,0,0,0
176,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-06-09_17-31-56_UTC.jpg,0,0,0,0
177,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-06-13_15-40-45_UTC_1.jpg,0,0,0,0
178,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-06-17_11-57-51_UTC.jpg,0,0,0,0
179,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-06-23_04-01-48_UTC.jpg,0,0,0,0
180,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-06-24_17-18-08_UTC.jpg,0,0,0,0
181,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-06-27_02-47-40_UTC_1.jpg,0,0,0,0
182,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-06-28_01-59-05_UTC_1.jpg,0,0,0,0
183,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-08-16_03-55-26_UTC.jpg,0,0,0,0
184,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-08-24_18-32-44_UTC.jpg,0,0,0,0
185,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-08-24_20-35-05_UTC.jpg,0,0,0,0
186,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-09-10_03-02-42_UTC_1.jpg,0,0,0,0
187,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-09-10_23-55-17_UTC.jpg,0,0,0,0
188,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-09-12_04-36-23_UTC_1.jpg,0,0,0,0
189,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-09-12_18-00-56_UTC_1.jpg,0,0,0,0
190,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-09-12_23-57-29_UTC.jpg,0,0,0,0
191,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-09-13_14-23-39_UTC_1.jpg,0,0,0,0
192,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-09-15_19-06-01_UTC.jpg,0,0,0,0
193,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-09-16_19-39-38_UTC.jpg,0,0,0,0
194,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-09-17_12-39-57_UTC_1.jpg,0,0,0,0
195,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-09-24_00-48-15_UTC.jpg,0,0,0,0
196,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-10-04_05-02-53_UTC.jpg,0,0,0,0
197,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-10-07_01-06-26_UTC.jpg,0,0,0,0
198,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-10-16_20-59-26_UTC.jpg,0,0,0,0
199,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-10-18_18-43-37_UTC.jpg,0,0,0,0
200,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-10-26_16-38-54_UTC.jpg,0,0,0,0
201,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-10-27_23-20-36_UTC.jpg,0,0,0,0
202,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-10-29_05-30-24_UTC.jpg,0,0,0,0
203,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-10-30_19-08-28_UTC_1.jpg,0,0,0,0
204,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-11-04_22-17-20_UTC.jpg,0,0,0,0
205,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-11-18_11-37-43_UTC.jpg,0,0,0,0
206,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-11-21_10-47-10_UTC.jpg,0,0,0,0
207,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-11-30_12-50-43_UTC.jpg,0,0,0,0
208,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-12-07_00-41-01_UTC.jpg,0,0,0,0
209,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-12-15_18-42-48_UTC.jpg,0,0,0,0
210,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-12-17_21-58-09_UTC.jpg,0,0,0,0
211,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-12-27_22-55-46_UTC.jpg,0,0,0,0
212,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-12-28_00-18-07_UTC.jpg,0,0,0,0
213,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-12-29_23-15-42_UTC.jpg,0,0,0,0
214,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2019-12-31_23-34-57_UTC.jpg,0,0,0,0
215,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2020-01-04_20-08-41_UTC.jpg,0,0,0,0
216,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2020-01-04_22-06-28_UTC.jpg,0,0,0,0
217,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2020-01-06_20-01-35_UTC_1.jpg,0,0,0,0
218,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2020-01-07_16-30-23_UTC.jpg,0,0,0,0
219,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2020-01-08_16-29-56_UTC.jpg,0,0,0,0
220,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2020-01-11_03-53-54_UTC.jpg,0,0,0,0
221,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2020-01-25_00-45-46_UTC.jpg,0,0,0,0
222,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2020-02-06_21-38-28_UTC.jpg,0,0,0,0
223,/content/drive/MyDrive/PFA/DATASET/Data/luisgomezt/2020-02-07_19-23-11_UTC_1.jpg,0,0,0,0
