,caption,I-E,S-N,T-F,J-P
317,iphoeisa sky sunset blue skyline,1,1,0,0
318,iphoneisa trees bridge red green lotus lake,1,1,0,0
319,iphoneisa toy cars wooden,1,1,0,0
320,steampunk hq,1,1,0,0
321,lake sky cloud blue,1,1,0,0
322,lake blue sky cloud,1,1,0,0
323,2020 iphoniesa temple blue sky,1,1,0,0
324,iphoeisa train,1,1,0,0
325,magic hour at train station iphoneisa trainstation light railway,1,1,0,0
326,iphonesia instagram instamood knigssee lake,1,1,0,0
327,iphonesia instamood instagram lake,1,1,0,0
328,iphonesia sky,1,1,0,0
329,iphonesia church,1,1,0,0
340,climbing findyourselfoutside lifeontheroad choosemountains outdoors rockclimbing cliff,0,1,1,0
344,barcelona spain,0,1,1,0
350,mountainhike caucasus choosemountains,0,1,1,0
351,mountainhike caucasus choosemountains,0,1,1,0
352,mountainhike caucasus choosemountains,0,1,1,0
353,mountainhike caucasus choosemountains,0,1,1,0
354,mountainhike caucasus choosemountains mydeuteradventure,0,1,1,0
355,8 3 700 2500 mountainhike caucasus choosemountains,0,1,1,0
356,mountainhike caucasus,0,1,1,0
357,mountainhike caucasus choosemountains,0,1,1,0
358,caucasus mountainhike choosemountains,0,1,1,0
364,riderhelpkp,0,1,1,0
365,1600,0,1,1,0
366,ps gopropov,0,1,1,0
372,kpmountainclub,0,1,1,0
378,streetphotography streetphotographer,0,1,1,0
381,landscapephotography,0,1,1,0
382,gopro,0,1,1,0
383,landscapephotography,0,1,1,0
384,landscapephotography,0,1,1,0
385,landscapephotography,0,1,1,0
386,streetphotography streetphotographer,0,1,1,0
387,streetphotography streetphotographer,0,1,1,0
388,2016,0,1,1,0
389,goprosnow,0,1,1,0
391,ektar100,0,1,1,0
392,streetphotography,0,1,1,0
395,thechemicalbrothers,0,1,1,0
396,2019,0,1,1,0
397,norway geirangerfjord gopro,0,1,1,0
398,norway norge visitnorway nature travelphoto mountains outdoors,0,1,1,0
399,valdresflya norway,0,1,1,0
400,norway norge visitnorway nature travelphoto mountains outdoors geirangerfjord geiranger,0,1,1,0
401,norway,0,1,1,0
402,norway,0,1,1,0
405,gopro,0,1,1,0
406,since 2018,0,1,1,0
410,fujisuperia200,0,1,1,0
411,fujisuperia200,0,1,1,0
412,ilforddelta400,0,1,1,0
414,ps,0,1,1,0
416,100 5 caucasus,0,1,1,0
417,hotel vetreniy,0,1,1,0
421,gopropov goprosnow,0,1,1,0
423,gopromax,0,1,1,0
424,gopro,0,1,1,0
425,gopromax amplidsnowboards,0,1,1,0
426,goprosnow amplidresearchcartel,0,1,1,0
430,eastah dinnah massachusetts lambtastic bahhhhh,1,1,0,0
431,47,1,1,0,0
432,passed out doggo latergram,1,1,0,0
433,swell day for a match,1,1,0,0
434,cool clouds,1,1,0,0
435,spring,1,1,0,0
436,beach,1,1,0,0
437,sugar flowers,1,1,0,0
438,okonomiyaki bonitodance latergram,1,1,0,0
439,city spirit,1,1,0,0
440,sunset,1,1,0,0
441,rainy morning,1,1,0,0
442,stickah,1,1,0,0
443,grillin,1,1,0,0
444,vermont 3 latergram,1,1,0,0
445,vermont 3,1,1,0,0
446,sidewalk oasis,1,1,0,0
447,smokin duck,1,1,0,0
448,penny,1,1,0,0
449,boston gets a much needed shower summerrains thunderstorm rain washthedirtaway,1,1,0,0
450,dinner ramennoodles ramen soup noodles itswhatsfordinner,1,1,0,0
451,my office for the day coop roof chickens farmstead summahjobs sweetday,1,1,0,0
452,roofin,1,1,0,0
453,purple,1,1,0,0
454,vermont 3,1,1,0,0
455,with drinking society solitude vermontsfinest beer,1,1,0,0
456,breakfast duckeggs 45grainbread coffeetime vermont love,1,1,0,0
457,ipa love focalbanger notinthecan fail,1,1,0,0
458,skadoosh vermont beer,1,1,0,0
459,good morning vermont unfilteredbeauty,1,1,0,0
460,good evening vermont love swoon,1,1,0,0
461,grillin vermont lamb leg scapes beautifulday love my,1,1,0,0
462,doggo vermont kingofhisowncastle douche dog dogsofinstagram,1,1,0,0
463,4th of july parade cabot vermont breadandpuppettheater,1,1,0,0
464,woof vermont 4thofjuly,1,1,0,0
465,vermont smores 4thofjuly northeastkingdom,1,1,0,0
466,snoring spoiled doggo,1,1,0,0
467,new ink from at rock city tattoo vermont ladytattooer foxtattoo moontattoo watercolortattoo slyfox,1,1,0,0
468,mushrooms,1,1,0,0
469,vermont summerfun,1,1,0,0
470,summah,1,1,0,0
471,quiet moment,1,1,0,0
472,a little every day,1,1,0,0
473,stretch your wings,1,1,0,0
474,feather,1,1,0,0
475,moving day boston shitshow citylife boston,1,1,0,0
476,pals mismatched friends bff4eva,1,1,0,0
477,game face tomato hatesfruit seedy,1,1,0,0
478,party shrooms watch out for the fungi,1,1,0,0
479,low clouds hiding downtown boston,1,1,0,0
480,last night,1,1,0,0
481,red sky in the morning,1,1,0,0
482,hoppy halloween,1,1,0,0
483,takashimurakami and,1,1,0,0
484,fall colors newengland fall,1,1,0,0
485,pancakes homemade maplesyrup vt,1,1,0,0
486,phun with photoshop,1,1,0,0
487,gnocchi with black trumpet mushrooms gorgonzola and a sauce of white wine butter and garlic foodporn,1,1,0,0
488,prep for 15,1,1,0,0
489,cookin,1,1,0,0
490,tasty vermont beer clouddropdipa upperpassbeer vermontbeer 80 60ibu,1,1,0,0
491,food court got a refresh,1,1,0,0
492,red sky at morning,1,1,0,0
493,florida flea market had to take the fams i could spend all day here not so much,1,1,0,0
494,deerfield beach for snacks and people watching with,1,1,0,0
495,darn good eatin dukesbbq southcarolina bbq cafetera southernfood smokedpork hushpuppy collardgreens cracklins tomatosauce sweetpickles,1,1,0,0
496,good morning virginia roadtrip virginia coldstart 15f brrr,1,1,0,0
497,last of the pretty things like all their projects this one has aged really well fumapapa smoked imperial russian stout from prettythingsbeer smoked imperialstout russianstout massachusettsbeer newenglandbeer lastbottle beerporn,1,1,0,0
498,time to hunker down i guess noreaster wintahstorm newengland snowblowah snowday,1,1,0,0
499,snowanderer,1,1,0,0
500,and so it begins thanks for the snap,1,1,0,0
501,smoking brisket in 13f for birthday latergram haadcore newengland smokingmeat belowfreezing hardwood,1,1,0,0
502,homemade ramen for dinner with ramennoodles ramen umami foodporn,1,1,0,0
503,curry tonkatsu with foodporn tonkatsu curry japanesefood koreanfood porkchop goldencurry sushirice,1,1,0,0
504,snow winter snowing bokah jackfrost snowfalling newengland natureporn videos,1,1,0,0
505,next attempt eggs and broth came out a lot better ramen foodporn 6minuteegg soupisgoodfood,1,1,0,0
506,stepping up my ramen game thanks for the tip on marinating the eggs i hid the chashu pork on the next image for my veggievegan friends ramen chashu foodporn,1,1,0,0
507,ramen 21 ramen foodporn workinprogress japanesefood soup chashu 6minuteegg,1,1,0,0
508,train,1,1,0,0
509,redsox boston nextsport,1,1,0,0
510,qubcois bire is tasty,1,1,0,0
511,newton highlands congregational church sunset,1,1,0,0
512,seen while out walking the dogos,1,1,0,0
513,negroni chef and a really wonderful dinner with my lovely wife,1,1,0,0
514,vermont,1,1,0,0
515,contender for my new favorite mug rbg ruthbaderginsburg coffeetime sundaymorning,1,1,0,0
516,path rescue in progress tinyturtle redbelliedcooter,1,1,0,0
517,i appreciate the attempt at a bike lane but its more of a hazard than anything bikelane insane obstaclecourse lanegames bostonwrong,1,1,0,0
518,smoking a turkey for company later smokedturkey lumpwoodcharcoal smokin springtime easter passover feaster,1,1,0,0
519,mr quackers is pantastic lovemykids,1,1,0,0
520,i think somebunny didnt make it through another day looks like a raptor crime scene crimescene somebunny whatsleftofit natureisrawaf rip,1,1,0,0
521,its snowing,1,1,0,0
522,new movie genre the family musical horror sounds good to me,1,1,0,0
523,signs of spring in the back bay,1,1,0,0
524,penny snoozin,1,1,0,0
525,i love this,1,1,0,0
526,smoking the neighborhood with jerk chicken for mothers day request,1,1,0,0
527,penny not giving no phuks spring nap dogsofinstagram weimeraner germanshorthairedpointer goofball derpydog,1,1,0,0
528,i cant even meowijuana,1,1,0,0
529,star market over the pike massachusetts masspike newtonville conveyorbeltgroceries noschoolliketheoldschool,1,1,0,0
530,fenway from the good seats boston fenwaypark,1,1,0,0
531,9 years ago,1,1,0,0
532,back in my old hood for the day,1,1,0,0
533,prouddad,1,1,0,0
534,been nice to watch a couple of cottontail thumpers grow up around the house this spring sunnybunny,1,1,0,0
535,so for fathers day my family took me to see captive wolves it was pretty cool thanks,1,1,0,0
536,stopping in for a grilled cheese and soup with,1,1,0,0
537,sooooo green today vermont northeastkingdom nek dirttime noshoes dirtyfeetarehappyfeet,1,1,0,0
538,ooooof heatwave newengland roasting,1,1,0,0
539,day three of the heat wave trying to get some relief inthecreek vermont with,1,1,0,0
540,cabot vermont 4th of july parade bread and puppet really brought their a game today 4thofjuly cabotvermont breadandpuppet parade,1,1,0,0
541,charlie dogsofinstagram springerspaniel nutjob crazypooch wheresmyball,1,1,0,0
542,dang heat is kicking my ass trying to get some gardening done but this heatwave is relentless globalwarming heatwave vermont gardening,1,1,0,0
543,last day in vermont heat wave broke windy low humidity and low seventies bliss just a little reminder from mama nature how truly amazing it can be here as a pat on our ass as we head home tomorrow had a great time with thanks again green mountains,1,1,0,0
544,we be jammin,1,1,0,0
545,huh theres one i dont see often bostondrivers pahkthecah wtf,1,1,0,0
546,some much needed rain,1,1,0,0
547,no clouds nothingbutblueskies boston summah,1,1,0,0
548,its not the heat its the humidity massachusettssummah,1,1,0,0
549,fungi muchneededrain mycology mycelium peni treestump,1,1,0,0
550,camping withkids vermont cabot,1,1,0,0
551,bliss,1,1,0,0
552,the sht,1,1,0,0
553,just no,1,1,0,0
554,almost a sun shower,1,1,0,0
555,snuck away for the day beach maine w,1,1,0,0
556,moon coastalmaine ocean sea nighttime latergram,1,1,0,0
557,this bee was on its back and couldnt flip over so i gave it a hand it stuck around for a picture,1,1,0,0
558,checking me out,1,1,0,0
559,delightful treats to be had here,1,1,0,0
560,wheellifeadventures bikelife lockyourframetoo boston youonlydoitonce steeplearningcurve studentlifeboston,1,1,0,0
561,prayingmantis,1,1,0,0
562,one of these things is not like the other,1,1,0,0
563,spider anyone know what kind its on the big side,1,1,0,0
564,soon come allhallowseve,1,1,0,0
565,whats the saying about acorns and winter,1,1,0,0
566,homemade puttanesca sauce with tomatoes processed,1,1,0,0
567,all the rain and clouds have been great for mushrooms,1,1,0,0
568,its alive kimchi,1,1,0,0
569,whos down with rbg,1,1,0,0
570,a few images from a quick trip up to montreal to drive my mom to visit with some of her oldest friends such a great city,1,1,0,0
571,it begins,1,1,0,0
572,up there on the list of what the fuck am i doin went to pick up two 7 pews that were 95 long in my short bed holymoly pew upcycle,1,1,0,0
573,ramen,1,1,0,0
574,our first year in many not buying a cut tree nailed the spirit of the season thanks kiddo for moving forward,1,1,0,0
575,frosty,1,1,0,0
576,making pancakes yesterday with and her tiny pan,1,1,0,0
577,i didnt even know ball jars can break and apparently when they do they go big,1,1,0,0
578,holiday birthday anniversary gift for,1,1,0,0
579,tonkotsu broth for ramen inprogress,1,1,0,0
580,tonkotsu ramen,1,1,0,0
581,you have some cool stamps sweden,1,1,0,0
582,the last of the i had in the cellar cheers,1,1,0,0
583,i may not have a lot of pocket money but i know how to invest in stocks winterinnewengland stock bonebroth,1,1,0,0
584,she wants table scraps so bad her teeth chatter dogsofinstagram penny,1,1,0,0
585,sunny floofs,1,1,0,0
586,guilty pleasure korokke with curry japanesecomfortfood,1,1,0,0
587,request dinner nosoy,1,1,0,0
588,cooper keeping warm,1,1,0,0
589,cooper guarding,1,1,0,0
590,before after,1,1,0,0
591,smh leftthelightsontoo srsly parkinginboston,1,1,0,0
